,TOWN_CODE,LOCATION,ABE_DA,AEN_DA,AREA_TA,UN_NA,LASTMOD,POLY_LIST,splitArea
,2101,起裕農路998號(旁),2018.01.01,2018.04.03,1.2,台灣自來水公司台南服務所,2019-01-16T21:06:28.687,"[120.24571729133805, 22.990165526709884]",65.0
,2102,起南門路26號訖南門路26號,2018.01.02,2018.01.31,1,台灣自來水公司台南給水廠,2018-07-12T11:55:08.133,"[120.20438263596809, 22.987851943598]",43.0
,2104,起林森路3段338號訖林森路3段338號,2018.01.02,2018.01.31,1,台灣自來水公司台南給水廠,2018-07-12T11:55:19.290,"[120.22329290184442, 23.00881569633653]",99.0
,2115,起大利路70號(2戶),2018.01.02,2018.02.02,1.5,台灣自來水股份有限公司第六區管理處歸仁服務所,2018-04-12T14:25:13.270,"[120.25442185378266, 22.988529029239483]",66.0
,2115,義林三街82號(旁),2018.01.02,2018.02.02,0.75,台灣自來水股份有限公司第六區管理處歸仁服務所,2018-03-30T17:26:24.857,"[120.26065378174748, 22.96849842358989]",13.0
,2104,起公園路765/777號(等旁),2018.01.02,2018.04.01,1.44,中華電信公司台南營運處第二客網中心,2018-09-28T09:31:09.400,"[120.21574091894598, 23.018665267746243]",116.0
,2104,起公園路769巷30弄18/43號(等旁)訖公園路769巷32弄9/22/26/35號(旁等),2018.01.02,2018.04.01,11.52,中華電信公司台南營運處第二客網中心,2018-03-26T14:09:04.380,"[120.21511103084526, 23.018286751335012]",116.0
,2104,北園街109巷70號,2018.01.02,2018.03.12,1.2,中華電信公司台南營運處第一客網中心四股,2018-05-18T14:03:53.917,"[120.22124065835344, 23.012873714346473]",98.0
,2106,起府安路6段27巷22弄口-11號,2018.01.03,2018.07.01,57.6,龍湶水資源股份有限公司,2018-12-19T09:15:57.540,"[120.1908312814865, 23.02062041870362]",113.0
,2106,起府安路6段27巷40弄口-12號,2018.01.03,2018.07.01,60,龍湶水資源股份有限公司,2018-12-19T09:15:38.167,"[120.19074321593342, 23.02100504414155]",113.0
,2106,起安中路1段149號(旁),2018.01.03,2018.03.05,2,台灣電力公司台南區營業處,2018-05-11T10:57:22.153,"[120.20844589562846, 23.03539116270127]",151.0
,2102,起海安路2段128巷34號(挖忠明街),2018.01.03,2018.04.02,0.72,中華電信公司台南營運處第二客網中心,2018-11-21T15:25:40.757,"[120.19745760410632, 22.995917855867877]",60.0
,2108,起正北1路146號,2018.01.03,2018.03.03,170.4,台灣電力公司台南區營業處,2018-06-15T09:26:08.633,"[120.26004331474944, 23.04945784922601]",174.0
,2108,起正北1路136巷(內),2018.01.03,2018.03.03,198,台灣電力公司台南區營業處,2018-06-15T09:27:39.230,"[120.26067740552661, 23.049803630568704]",175.0
,2108,起正北1路126號(等),2018.01.03,2018.03.03,216,台灣電力公司台南區營業處,2018-06-15T09:22:25.060,"[120.26099358636561, 23.048455830551664]",175.0
,2108,起正北1路96號,2018.01.03,2018.03.03,84,台灣電力公司台南區營業處,2018-06-15T09:24:27.430,"[120.26197934217895, 23.04741603038217]",175.0
,2108,起民東路,2018.01.03,2018.03.03,60,台灣電力公司台南區營業處,2018-06-15T09:29:07.223,"[120.25934207092641, 23.053027258819526]",192.0
,2108,起國民路231巷20號,2018.01.03,2018.03.03,6.24,台灣電力公司台南區營業處,2018-09-17T09:37:32.880,"[120.26435100903304, 23.0227623106041]",121.0
,2101,起崇德路973號,2018.01.03,2018.04.10,8,台灣自來水公司台南給水廠,2018-07-06T15:51:20.713,"[120.227565374844, 22.96156038499979]",9.0
,2101,起東門路2段89號(挖衛國街13巷),2018.01.03,2018.04.03,2.08,欣南天然氣股份有限公司,2018-12-07T09:09:22.757,"[120.22131668910654, 22.986589988675526]",44.0
,2108,起永興路(上),2018.01.04,2018.03.04,2.88,台灣電力公司台南區營業處,2018-05-22T13:43:03.433,"[120.25573032181055, 23.019915853124907]",120.0
,2103,起中華南路2段300巷4弄21號,2018.01.04,2018.04.10,2,台灣自來水公司台南給水廠,2018-12-07T09:26:32.003,"[120.18849312223506, 22.962134163179815]",5.0
,2101,崇德30街6.8號,2018.01.05,2018.03.05,33.6,台灣電力公司台南區營業處,2018-03-01T22:00:07.227,"[120.22805441161394, 22.961191275659324]",9.0
,2106,起海佃路2段727號(邊),2018.01.05,2018.04.05,4.2,台灣自來水公司台南服務所,2018-04-18T14:29:36.333,"[120.1840095508674, 23.04699380885925]",167.0
,2102,起民生路2段2/10號(前),2018.01.05,2018.04.04,1.44,中華電信公司台南營運處第二客網中心,2018-07-31T09:21:04.693,"[120.19904057110742, 22.994660699393147]",60.0
,2102,起民生路2段34/40/56/60號(等旁),2018.01.05,2018.04.04,2.88,中華電信公司台南營運處第二客網中心,2018-07-31T09:16:58.727,"[120.1982284459715, 22.994906165699526]",60.0
,2102,起友愛街287號(對面)訖友愛街287號(對面),2018.01.05,2018.03.08,1.44,台灣電力公司台南區營業處,2018-11-13T09:44:21.487,"[120.19589529044589, 22.992201406906485]",60.0
,2108,起東橋7路189號,2018.01.05,2018.03.05,26.69,台灣電力公司台南區營業處,2018-09-05T15:27:08.670,"[120.23696929022091, 23.0216314788378]",118.0
,2109,177號(線)道路自9公里610公尺起至9公里610公尺訖,2018.01.05,2018.03.14,0.72,中華電信公司台南營運處第一客網中心四股,2018-06-04T21:40:00.443,"[120.29336972657737, 22.98239791586851]",52.0
,2102,起中山路170/187號(等旁),2018.01.05,2018.04.04,1.44,中華電信公司台南營運處第二客網中心,2018-07-31T09:23:46.400,"[120.210854064933, 22.996267733644988]",61.0
,2104,南園街109巷57號,2018.01.05,2018.03.13,1.2,中華電信公司台南營運處第一客網中心四股,2018-07-31T09:33:52.017,"[120.22732052021905, 23.008307701777788]",99.0
,2108,起中華路10巷4號,2018.01.05,2018.03.19,2.4,中華電信公司台南營運處第一客網中心四股,2018-08-24T16:58:49.707,"[120.23522458703306, 22.999819838971142]",82.0
,2108,永二街244巷66號(等),2018.01.05,2018.03.19,7.2,中華電信公司台南營運處第一客網中心四股,2018-12-25T17:20:20.557,"[120.2511794988037, 23.02057767609738]",120.0
,2108,埔園街308號(西側等),2018.01.05,2018.03.31,25.2,中華電信公司台南營運處第一客網中心四股,2018-08-24T16:27:33.897,"[120.25361381472426, 23.033600427766224]",156.0
,2108,埔園街239號,2018.01.05,2018.03.31,29.4,中華電信公司台南營運處第一客網中心四股,2018-04-18T15:25:45.437,"[120.2540340840759, 23.033506531743928]",156.0
,2108,埔園街272號(等),2018.01.05,2018.03.31,24,中華電信公司台南營運處第一客網中心四股,2018-08-22T14:25:25.623,"[120.2543726850046, 23.03390982641216]",156.0
,2108,埔園街127號(等),2018.01.05,2018.03.31,22.8,中華電信公司台南營運處第一客網中心四股,2018-08-24T16:24:53.977,"[120.25765153501199, 23.033164697872568]",138.0
,2108,埔園街100號(對面等),2018.01.05,2018.03.31,29.4,中華電信公司台南營運處第一客網中心四股,2018-08-03T11:07:30.083,"[120.25830208392209, 23.032430299955777]",138.0
,2108,起自強路377號(等),2018.01.05,2018.03.31,21.6,中華電信公司台南營運處第一客網中心四股,2018-12-11T10:41:42.340,"[120.25486929702609, 23.030685823256764]",138.0
,2108,鹽洲一街1號,2018.01.05,2018.03.19,3,中華電信公司台南營運處第一客網中心四股,2018-08-24T16:41:35.307,"[120.23445062548177, 23.040902182635335]",154.0
,2108,國聖街528號,2018.01.05,2018.03.19,2.4,中華電信公司台南營運處第一客網中心四股,2018-07-10T11:47:16.240,"[120.23258605465841, 23.039939331470563]",154.0
,2108,新民街45號,2018.01.05,2018.03.31,15,中華電信公司台南營運處第一客網中心四股,2018-12-06T17:29:12,"[120.2424426966648, 23.04034481676778]",155.0
,2108,新民街39號(前等),2018.01.05,2018.03.31,35.4,中華電信公司台南營運處第一客網中心四股,2018-08-22T11:59:41.483,"[120.2428103852145, 23.040268792910723]",155.0
,2102,起府前路1段379號(前),2018.01.05,2018.04.30,3.45,台灣自來水公司台南給水廠,2019-01-14T11:46:36.690,"[120.1988070887908, 22.99017720708386]",60.0
,2108,起永大路2段197巷21號,2018.01.06,2018.03.06,1.8,台灣電力公司台南區營業處,2018-06-15T09:40:27.470,"[120.26134588187685, 23.007561995091507]",103.0
,2101,起前鋒路180號,2018.01.06,2018.04.18,4,台灣自來水公司台南給水廠,2019-02-13T14:37:55.833,"[120.2134862005834, 22.995676096071207]",62.0
,2101,起中華東路2段203巷19弄35號,2018.01.06,2018.04.10,4,台灣自來水公司台南給水廠,2019-02-13T14:35:49.873,"[120.23383253817205, 22.9832809015147]",46.0
,2108,起忠孝路257-1號,2018.01.08,2018.04.07,1.8,台灣自來水股份有限公司第六區管理處永康服務所,2018-06-22T10:27:32.190,"[120.24027962618098, 23.005666859341694]",82.0
,2108,起中華路286巷25弄8號(旁),2018.01.08,2018.04.07,1.5,台灣自來水股份有限公司第六區管理處永康服務所,2018-06-22T10:13:48.953,"[120.23546921605039, 23.007877080744414]",100.0
,2108,蔦松三街(與正北一路交叉口),2018.01.08,2018.04.07,1.08,台灣自來水股份有限公司第六區管理處永康服務所,2018-06-22T10:08:06.700,"[120.25993985149717, 23.049126489625]",174.0
,2108,起中山北路634巷28號(表位在30號),2018.01.08,2018.04.07,1.5,台灣自來水股份有限公司第六區管理處永康服務所,2018-06-22T10:10:13.650,"[120.27925717333103, 23.030667756600177]",140.0
,2108,起永大路二段197巷21號(以東),2018.01.08,2018.04.07,1.92,台灣自來水股份有限公司第六區管理處永康服務所,2018-05-14T09:53:45.980,"[120.26134805459952, 23.007553923059728]",103.0
,2108,起自強路428號,2018.01.08,2018.04.07,1.2,台灣自來水股份有限公司第六區管理處永康服務所,2018-06-22T10:16:51.720,"[120.2552705473429, 23.03077625868299]",138.0
,2108,起永大二路(與永華路口),2018.01.08,2018.04.07,1.08,台灣自來水股份有限公司第六區管理處永康服務所,2018-06-22T10:31:16.923,"[120.25805008774564, 23.018019780986073]",120.0
,2108,龍國街131巷11弄1號(對面),2018.01.08,2018.04.07,2.4,台灣自來水股份有限公司第六區管理處永康服務所,2018-06-22T10:09:04.050,"[120.26155845970445, 23.03335147492093]",157.0
,2108,新興街35巷31號(邊),2018.01.08,2018.04.07,2.7,台灣自來水股份有限公司第六區管理處永康服務所,2018-06-22T10:12:50.853,"[120.23002002369999, 23.01235636383028]",99.0
,2101,衛國街8-1號,2018.01.08,2018.03.08,8.04,台灣電力公司台南區營業處,2018-08-07T14:23:42.417,"[120.22200500435736, 22.98609701196098]",45.0
,2108,大安街107巷46號(旁),2018.01.08,2018.04.07,30,台灣自來水股份有限公司第六區管理處永康服務所,2019-02-26T13:45:00.110,"[120.26290233309524, 23.005750854634734]",85.0
,2108,起永大路二段173號(旁),2018.01.08,2018.04.07,6.66,台灣自來水股份有限公司第六區管理處永康服務所,2018-06-22T10:30:28.123,"[120.2616963379997, 23.00669102189411]",103.0
,2108,起鹽行路280號(對面),2018.01.08,2018.04.07,0.9,台灣自來水股份有限公司第六區管理處永康服務所,2018-06-22T10:24:08.003,"[120.23063244010366, 23.040943128182874]",153.0
,2108,起永華路273巷21弄1號,2018.01.08,2018.04.07,4.5,台灣自來水股份有限公司第六區管理處永康服務所,2018-06-22T10:11:24.667,"[120.2588108844102, 23.01208423264867]",102.0
,2108,起和平東路190巷26號(旁),2018.01.08,2018.04.07,28.08,台灣自來水股份有限公司第六區管理處永康服務所,2018-06-22T10:19:31.840,"[120.26111858122174, 23.055941968537848]",193.0
,2108,三民街136巷73號,2018.01.08,2018.04.07,96.6,台灣自來水股份有限公司第六區管理處永康服務所,2018-05-23T09:29:37.293,"[120.24729271206671, 23.054119241973893]",191.0
,2108,起中山路185巷7號,2018.01.08,2018.04.07,1.5,台灣自來水股份有限公司第六區管理處永康服務所,2018-05-17T16:12:11.470,"[120.25523895701794, 23.032148215421568]",138.0
,2108,起大灣路896巷17號(旁),2018.01.08,2018.04.07,2.4,台灣自來水股份有限公司第六區管理處永康服務所,2018-05-18T16:23:31.660,"[120.2561050973914, 23.000695891257703]",84.0
,2108,起復興路128巷18-1號,2018.01.08,2018.04.07,0.6,台灣自來水股份有限公司第六區管理處永康服務所,2018-06-22T10:14:43.863,"[120.2461256892828, 22.9990433606119]",83.0
,2108,蔦松三街147巷36號(邊),2018.01.08,2018.04.07,26.4,台灣自來水股份有限公司第六區管理處永康服務所,2018-06-22T10:21:26.053,"[120.25744302797065, 23.049106955951014]",174.0
,2108,永二街244巷68號,2018.01.08,2018.04.07,1.8,台灣自來水股份有限公司第六區管理處永康服務所,2018-05-21T14:33:08.820,"[120.25118889004295, 23.020508739026816]",120.0
,2108,起成功路244巷,2018.01.08,2018.04.07,1.5,台灣自來水股份有限公司第六區管理處永康服務所,2018-06-22T10:29:18.407,"[120.23379209223978, 23.012782852011963]",100.0
,2108,起中正路393號(旁),2018.01.08,2018.04.07,1.2,台灣自來水股份有限公司第六區管理處永康服務所,2018-06-22T10:18:30.880,"[120.24303673649288, 23.03592487111565]",155.0
,2108,竹園二街126號(左斜對面),2018.01.08,2018.04.07,1.44,台灣自來水股份有限公司第六區管理處永康服務所,2018-05-17T10:07:51.577,"[120.263061878481, 23.042857346606684]",175.0
,2106,起國安街9巷(口)訖海佃路1段95巷10號(旁),2018.01.08,2018.07.06,99.6,龍湶水資源股份有限公司,2019-01-02T09:43:19.283,"[120.19144228901897, 23.02235850828545]",113.0
,2106,起府安路6段27巷口-31號,2018.01.08,2018.07.06,340.8,龍湶水資源股份有限公司,2019-01-02T09:43:06.017,"[120.19072898392149, 23.01994590026827]",113.0
,2108,起正南三路76號(旁),2018.01.08,2018.04.07,46.8,台灣自來水股份有限公司第六區管理處永康服務所,2018-06-20T08:37:44.117,"[120.23517655859445, 23.028024632069698]",136.0
,2106,起海佃路2段150巷28弄51-53號(側邊),2018.01.08,2018.07.06,34.8,龍湶水資源股份有限公司,2019-01-02T09:42:51.720,"[120.19195671723547, 23.03262129172518]",131.0
,2106,起海佃路2段150巷26-42號,2018.01.08,2018.07.06,46.8,龍湶水資源股份有限公司,2019-01-02T09:42:24.423,"[120.19070450775868, 23.03320081421949]",131.0
,2106,起海佃路1段158巷190-200號,2018.01.08,2018.07.06,27.6,龍湶水資源股份有限公司,2019-01-02T09:42:10.237,"[120.19818075521368, 23.025230139573093]",132.0
,2106,起海佃路1段158巷190號(旁)訖府安路5段157巷22弄78號(旁),2018.01.08,2018.07.06,37.2,龍湶水資源股份有限公司,2019-01-02T09:41:56.830,"[120.19809948076747, 23.0250345313224]",132.0
,2108,龍橋街145號(邊),2018.01.08,2018.04.07,5.4,台灣自來水股份有限公司第六區管理處永康服務所,2018-06-22T10:20:31.943,"[120.2648001692314, 23.037631812377114]",157.0
,2108,龍國街560號(旁),2018.01.08,2018.04.07,2.1,台灣自來水股份有限公司第六區管理處永康服務所,2018-06-22T10:25:40.167,"[120.26983122510042, 23.032107007365948]",139.0
,2104,起開元路152號,2018.01.08,2018.04.07,8.4,欣南天然氣股份有限公司,2019-02-27T15:30:43.180,"[120.21956628331861, 23.007054691010623]",98.0
,2108,東橋6街168號(對面),2018.01.08,2018.03.08,2.4,台灣電力公司台南區營業處,2018-11-22T09:55:23.553,"[120.2367741249244, 23.022199724663302]",118.0
,2101,起小東路511號(對面),2018.01.08,2018.03.08,1.2,台灣電力公司台南區營業處,2018-08-30T09:05:00.683,"[120.23581031351513, 22.998294114764438]",82.0
,2107,起安北路36號(之5),2018.01.08,2018.03.08,9.6,台灣電力公司台南區營業處,2018-10-29T21:49:07.710,"[120.16736508422831, 22.999992341519498]",75.0
,2101,衛國街5號,2018.01.08,2018.03.08,6.57,台灣電力公司台南區營業處,2018-08-07T14:20:05.220,"[120.22207915697737, 22.98637889919447]",45.0
,2101,富農街1段218巷37弄9號,2018.01.08,2018.03.08,3.69,台灣電力公司台南區營業處,2018-08-07T11:11:18.283,"[120.23603817042901, 22.982861092185445]",46.0
,2101,起大同路2段61巷1弄2號,2018.01.08,2018.04.08,1.8,欣南天然氣股份有限公司,2018-05-29T11:09:42.727,"[120.21320761582759, 22.97996942047691]",44.0
,2108,起中正路148巷17弄32號,2018.01.08,2018.04.07,84.6,台灣自來水股份有限公司第六區管理處永康服務所,2018-08-20T17:05:45.737,"[120.25400510067345, 23.031827149138472]",138.0
,2108,起中華二路47號(旁),2018.01.08,2018.04.07,0.9,台灣自來水股份有限公司第六區管理處永康服務所,2018-12-10T14:32:41.910,"[120.24025733439919, 23.008564034935297]",100.0
,2108,起東橋七路382號(後面),2018.01.08,2018.04.07,0.9,台灣自來水股份有限公司第六區管理處永康服務所,2018-12-10T14:24:03.597,"[120.23559230603924, 23.025222383662715]",136.0
,2108,龍國街387號(對面),2018.01.08,2018.04.07,0.9,台灣自來水股份有限公司第六區管理處永康服務所,2018-06-22T10:15:53.810,"[120.26721326050912, 23.031841284723637]",139.0
,2108,正南五街66號,2018.01.08,2018.04.07,0.96,台灣自來水股份有限公司第六區管理處永康服務所,2019-02-18T14:59:27.390,"[120.2398282838037, 23.03058452431462]",136.0
,2108,永二街244巷8弄47號,2018.01.08,2018.04.07,2.58,台灣自來水股份有限公司第六區管理處永康服務所,2018-12-10T14:37:31.967,"[120.25228701968844, 23.017078909164155]",120.0
,2108,文賢街122巷17號(邊),2018.01.08,2018.04.07,0.6,台灣自來水股份有限公司第六區管理處永康服務所,2019-02-26T13:33:32.377,"[120.27267501107677, 23.009900129109255]",104.0
,2108,崑山街103巷8號(對面),2018.01.08,2018.04.07,2.16,台灣自來水股份有限公司第六區管理處永康服務所,2018-12-10T14:28:38.747,"[120.25817590031464, 23.00252834633876]",84.0
,2108,崑山街9號,2018.01.08,2018.04.07,0.9,台灣自來水股份有限公司第六區管理處永康服務所,2018-12-10T14:29:31.700,"[120.25782039237913, 23.000697827907274]",84.0
,2108,起永大路三段295號,2018.01.08,2018.04.07,0.96,台灣自來水股份有限公司第六區管理處永康服務所,2018-12-10T14:04:04.237,"[120.25928993636768, 23.033909189676702]",156.0
,2108,起民族路3巷28號,2018.01.08,2018.04.07,1.92,台灣自來水股份有限公司第六區管理處永康服務所,2019-02-26T13:32:21.137,"[120.27292945188901, 23.000228672116513]",86.0
,2108,龍國街280號(對面),2018.01.08,2018.04.07,1.8,台灣自來水股份有限公司第六區管理處永康服務所,2018-06-22T10:26:34.333,"[120.26426003073884, 23.03205780676958]",139.0
,2104,起育德2路810巷27弄19號(前),2018.01.08,2018.04.30,4,台灣自來水公司台南給水廠,2019-01-17T11:18:08.887,"[120.20228984983565, 23.020602781709677]",115.0
,2108,起中山東路345號,2018.01.09,2018.03.19,1.2,中華電信公司台南營運處第一客網中心四股,2018-08-03T11:24:31.383,"[120.2382737121288, 23.00704494913692]",100.0
,2108,新行街21巷11號(等),2018.01.09,2018.04.09,21,中華電信公司台南營運處第一客網中心四股,2019-01-02T21:06:16.493,"[120.24080879052235, 23.03896553464009]",154.0
,2101,起中華東路2段71號(前),2018.01.09,2018.04.08,2.76,欣南天然氣股份有限公司,2018-12-07T09:08:59.863,"[120.23349793306568, 22.986814103315577]",46.0
,2115,起義林路200巷9號(邊),2018.01.10,2018.02.10,0.75,台灣自來水股份有限公司第六區管理處歸仁服務所,2019-02-15T10:50:18.447,"[120.26453117446424, 22.97095421960066]",31.0
,2101,起裕華3街108號訖裕信6街129號(對面),2018.01.10,2018.03.10,14.4,欣南天然氣股份有限公司,2018-12-18T16:50:16.843,"[120.24685083878856, 22.976533267472572]",29.0
,2106,國安街155巷90弄13號(邊),2018.01.10,2018.04.12,3,台灣自來水公司台南服務所,2019-01-31T17:25:05.987,"[120.18773607083757, 23.019860088288475]",113.0
,2115,起忠義路(與中清路交叉口),2018.01.10,2018.02.28,149.04,台灣電力公司台南區營業處,2018-09-21T09:26:07.550,"[120.25693329391537, 22.976335045675754]",30.0
,2115,起忠義路(與忠義1街口),2018.01.10,2018.02.28,110.4,台灣電力公司台南區營業處,2018-09-21T09:51:48.160,"[120.25765571067265, 22.97632610928585]",30.0
,2109,起文化街三段訖文化七街,2018.01.10,2018.03.10,2.16,臺南市政府交通局(永華),2018-07-30T12:11:26.937,"[120.28563979731862, 22.970623462749057]",33.0
,2101,起大學路12巷1號,2018.01.10,2018.03.10,45,台灣電力公司台南區營業處,2018-08-30T09:14:55.347,"[120.22034386133961, 22.99574901743032]",62.0
,2101,起東安路115號(等),2018.01.10,2018.03.26,1.44,中華電信公司台南營運處第一客網中心四股,2018-12-18T15:57:31.507,"[120.22653660904449, 22.993409637483573]",63.0
,2109,民生南街一段38號,2018.01.10,2018.03.26,1.2,中華電信公司台南營運處第一客網中心四股,2018-08-07T16:20:28.420,"[120.28092880448406, 22.966756961322453]",15.0
,2101,起東門路一段114號(等),2018.01.10,2018.03.19,7.2,中華電信公司台南營運處第一客網中心四股,2018-09-10T14:45:21.163,"[120.21421923815987, 22.987987564034523]",44.0
,2102,起民權路4段136號(邊 申挖在湖美三街上),2018.01.10,2018.04.10,17.6,台灣自來水公司台南服務所,2018-07-05T11:30:39.907,"[120.18279410287164, 22.999309058204673]",77.0
,2101,起仁和路107巷48號,2018.01.10,2018.04.10,2,台灣自來水公司台南給水廠,2019-02-13T14:45:49.173,"[120.23422337739396, 22.971781283424512]",28.0
,2109,大吉街113巷3號,2018.01.10,2018.04.12,2,台灣自來水股份有限公司第六區管理處歸仁服務所,2018-08-31T12:00:35.170,"[120.29012908422368, 22.96479654098646]",16.0
,2101,裕豐街68巷8號(對面),2018.01.11,2018.03.11,13.2,台灣電力公司台南區營業處,2018-08-07T11:39:03.717,"[120.22715516609024, 22.984624366508516]",45.0
,2102,起民權路3段402號,2018.01.11,2018.03.13,12.24,台灣電力公司台南區營業處,2018-07-31T10:00:26.120,"[120.18878676931365, 22.998969927012375]",77.0
,2102,起中華西路2段416號(附近),2018.01.11,2018.03.11,39.6,台灣電力公司台南區營業處,2018-07-05T09:26:10.310,"[120.18688242023566, 22.999687423295995]",77.0
,2102,起中華西路2段(與)訖安平路(交叉口),2018.01.11,2018.03.11,26.64,台灣電力公司台南區營業處,2018-07-05T09:25:56.543,"[120.18672544693747, 22.99792007143315]",77.0
,2103,起三官路112號,2018.01.11,2018.03.11,3,欣南天然氣股份有限公司,2018-10-01T16:45:15.123,"[120.19365172450493, 22.9785684854327]",24.0
,2115,起太子路102號,2018.01.11,2018.02.11,6.44,台灣電力公司台南區營業處,2018-06-08T14:09:59.263,"[120.26774107994677, 22.991565292669]",67.0
,2101,裕善街12號,2018.01.11,2018.03.11,5.1,台灣電力公司台南區營業處,2018-10-22T15:30:43.947,"[120.24595017295202, 22.987252019705036]",47.0
,2101,裕敬2街76號,2018.01.11,2018.03.11,3,台灣電力公司台南區營業處,2018-08-07T11:42:32.520,"[120.24566460305384, 22.97832890708313]",29.0
,2102,起中華西路2段573號(對面附近),2018.01.11,2018.03.11,6,台灣電力公司台南區營業處,2018-06-22T16:30:05.770,"[120.18683405595353, 22.99919045490784]",77.0
,2106,起怡安路1段210號(對面),2018.01.11,2018.04.11,4.2,欣南天然氣股份有限公司,2019-01-16T14:58:21.143,"[120.21113254580789, 23.041014223009192]",151.0
,2108,起大灣東路38號(對面),2018.01.11,2018.03.11,9.6,台灣電力公司台南區營業處,2018-09-17T10:05:27.667,"[120.26100078870577, 22.99868586957745]",85.0
,2108,起復國1路168號,2018.01.11,2018.03.11,3.6,台灣電力公司台南區營業處,2018-05-31T15:07:14.503,"[120.24617055407646, 23.005849193530878]",83.0
,2108,大灣三街57巷40號,2018.01.11,2018.04.10,1.2,台灣自來水股份有限公司第六區管理處永康服務所,2019-02-18T11:25:37.263,"[120.26822704066544, 23.00347351132367]",85.0
,2108,起鹽行路219號,2018.01.11,2018.04.10,0.9,台灣自來水股份有限公司第六區管理處永康服務所,2019-02-18T10:49:15.340,"[120.23126330373393, 23.041525738374848]",154.0
,2106,起安和路1段20~20-6號、18巷27-2號(~15巷2-1號)訖府安路3段362~363、8~10號,2018.01.12,2018.04.11,271.2,龍湶水資源股份有限公司,2019-02-19T16:16:14.207,"[120.21581714516434, 23.026210863858555]",134.0
,2101,起裕信路366號(邊),2018.01.12,2018.03.20,1.2,台灣自來水公司台南服務所,2019-01-16T21:24:27.683,"[120.24500290388424, 22.97929847097394]",47.0
,2106,起安和路1段52巷17~23號(旁)訖安和路1段45號(旁),2018.01.12,2018.04.11,141.77,龍湶水資源股份有限公司,2019-02-18T15:24:18.190,"[120.21636076005299, 23.027776661979537]",134.0
,2108,起忠孝路410巷70弄,2018.01.12,2018.03.14,3,台灣電力公司台南區營業處,2018-06-07T15:02:35.633,"[120.24549187631351, 23.018600150648474]",119.0
,2102,起和緯路5段(與)訖和緯路5段89巷(交叉以南約30M處),2018.01.12,2018.03.12,19.44,台灣電力公司台南區營業處,2018-09-28T15:43:23.067,"[120.18437073105895, 23.005541973792518]",77.0
,2101,起裕農路599-1號,2018.01.12,2018.03.19,0.72,中華電信公司台南營運處第一客網中心四股,2018-09-10T14:48:38.973,"[120.23481933636369, 22.988653598937976]",64.0
,2103,起中華西路1段83號(附近)訖中華西路1段85號(附近),2018.01.12,2018.03.12,2.88,台灣電力公司台南區營業處,2018-05-29T11:09:24.630,"[120.18454675156661, 22.9772356041038]",23.0
,2101,起崇學路259-6號,2018.01.12,2018.04.12,3.6,欣南天然氣股份有限公司,2018-12-18T16:49:28.873,"[120.22512236972457, 22.98191185094419]",45.0
,2108,新行街33巷16號(等),2018.01.12,2018.04.09,32.4,中華電信公司台南營運處第一客網中心四股,2019-01-02T21:05:07.507,"[120.24097291928959, 23.03958715917464]",154.0
,2108,永二街358巷2號(等),2018.01.12,2018.03.26,10.8,中華電信公司台南營運處第一客網中心四股,2018-12-25T15:14:36.567,"[120.24805783663848, 23.01970183006932]",119.0
,2104,起海安路3段520巷訖海安路3段520巷53弄(旁等),2018.01.12,2018.03.12,108,中華電信公司台南營運處第二客網中心,2018-03-05T22:00:12.760,"[120.20256067440647, 23.011670565104403]",97.0
,2102,起成功路106號(前),2018.01.13,2018.04.30,2.08,台灣自來水公司台南給水廠,2019-01-14T11:46:13.560,"[120.20565998748644, 22.99840098520582]",79.0
,2104,起北成路109號訖北成路77號,2018.01.15,2018.02.18,440,臺南市政府水利局雨水下水道工程科,2018-12-28T15:19:00.077,"[120.20917759213313, 23.019474734437836]",115.0
,2106,義安街86巷(與義安街114巷口東),2018.01.15,2018.03.15,5.4,欣南天然氣股份有限公司,2019-01-16T14:54:27.897,"[120.19546748516433, 23.03155164086954]",132.0
,2106,起義安街70巷(與)訖義吉街(交叉口...等),2018.01.15,2018.03.18,24.78,台灣電力公司台南區營業處,2019-02-27T15:44:42.963,"[120.19626780021098, 23.03110923968509]",132.0
,2106,起大安街26巷3弄22號訖理安街1號(旁),2018.01.15,2018.07.13,111.6,龍湶水資源股份有限公司,2019-01-02T09:42:37.750,"[120.19211085913182, 23.030575775205968]",131.0
,2106,義安街156巷(口對面),2018.01.15,2018.03.18,4,台灣電力公司台南區營業處,2019-02-27T15:51:20.983,"[120.19636503328509, 23.033047544121843]",132.0
,2107,起國平西路31號,2018.01.15,2018.04.17,2,台灣自來水公司台南服務所,2018-07-17T17:42:45.160,"[120.169912965215, 22.983568899781485]",39.0
,2106,安豐4街10號(斜對面),2018.01.15,2018.03.15,1.8,台灣電力公司台南區營業處,2018-08-06T16:43:33.827,"[120.21363287371834, 23.04748371510908]",170.0
,2106,溪東1街(東150公尺),2018.01.15,2018.03.15,1.8,台灣電力公司台南區營業處,2018-07-31T15:30:46.207,"[120.20130806978975, 23.02595289434189]",132.0
,2102,康樂街169號,2018.01.15,2018.04.15,1.8,欣南天然氣股份有限公司,2018-06-01T17:56:00.890,"[120.19471971728842, 22.99398924199082]",60.0
