,TOWN_CODE,LOCATION,ABE_DA,AEN_DA,AREA_TA,UN_NA,LASTMOD,POLY_LIST,splitArea
,2108,起中正路155巷10弄40號(旁等),2018.01.30,2018.04.30,25.8,中華電信公司台南營運處第一客網中心四股,2018-12-06T17:25:24.443,"[120.25013611637492, 23.02944043311941]",137.0
,2108,起自強路305號(旁等),2018.01.30,2018.04.30,21.6,中華電信公司台南營運處第一客網中心四股,2018-12-11T10:40:43.280,"[120.25269945524879, 23.029231690436408]",138.0
,2108,正義街117號(等),2018.01.30,2018.04.30,39.6,中華電信公司台南營運處第一客網中心四股,2018-12-11T10:24:17.527,"[120.25245297280782, 23.027515300677987]",138.0
,2103,起新興路511號,2018.01.30,2018.04.30,2,台灣自來水公司台南給水廠,2018-09-06T08:27:30.167,"[120.18752002047974, 22.974818552751906]",23.0
,2107,起華平路690/676號訖永華6街279巷3/7/6/18-5號(旁等),2018.01.30,2018.04.29,6.48,中華電信公司台南營運處第二客網中心,2019-02-20T10:49:29.280,"[120.17715140034419, 22.99641444526819]",58.0
,2106,起府安路5段98巷55弄11號(以北及)訖溪東1街(...等),2018.01.31,2018.04.03,61.2,台灣電力公司台南區營業處,2019-01-18T18:20:57.510,"[120.20062135609041, 23.026673983494376]",132.0
,2108,起自強路608號,2018.01.31,2018.03.31,1.44,台灣電力公司台南區營業處,2018-05-22T14:09:19.920,"[120.25903415834885, 23.033600279661336]",156.0
,2106,起海佃路4段(與)訖台江大道(口),2018.01.31,2018.05.31,8,台灣自來水公司台南給水廠,2018-12-12T10:57:28.170,"[120.17645189724139, 23.061369206793618]",202.0
,2106,起本田路3段221號(左旁50M),2018.02.01,2018.05.03,1.8,台灣自來水公司台南服務所,2018-06-13T14:56:51.947,"[120.16279052182658, 23.043374014553176]",164.0
,2103,起金華路1段458號(附近)訖金華路1段422號(附近),2018.02.01,2018.04.01,185,台灣電力公司台南區營業處,2018-08-30T09:02:02.967,"[120.19073984649535, 22.972370695021926]",23.0
,2106,起府安路5段113號(文武聖廟旁),2018.02.01,2018.04.04,1.44,台灣電力公司台南區營業處,2019-01-18T18:09:49.073,"[120.20023219317252, 23.02412060098682]",114.0
,2103,起永成路3段372巷51弄20號(旁與)訖永成路3段398巷(口),2018.02.01,2018.04.01,1.2,台灣電力公司台南區營業處,2018-11-13T11:07:18.853,"[120.19669925612087, 22.96872533471433]",6.0
,2106,起溪東1街(與)訖府安路5段98巷56弄(交叉口),2018.02.01,2018.04.01,6,台灣電力公司台南區營業處,2018-12-12T10:42:21.063,"[120.20091458508945, 23.025556605290877]",132.0
,2101,起裕農路43巷48號訖裕農路43巷42號,2018.02.01,2018.05.01,10.2,欣南天然氣股份有限公司,2018-11-02T10:03:23.713,"[120.22572094754841, 22.98697964223074]",45.0
,2108,起自強路303巷25號(等)訖自強路303巷12弄5號(等),2018.02.01,2018.04.16,4.8,中華電信公司台南營運處第一客網中心四股,2018-06-04T16:50:54.697,"[120.25298898034657, 23.02839442053876]",138.0
,2108,竹園二街149號,2018.02.01,2018.04.16,2.4,中華電信公司台南營運處第一客網中心四股,2018-07-10T11:26:55.167,"[120.26307902933452, 23.04289098788794]",175.0
,2107,起華平路21巷18弄2號,2018.02.01,2018.05.31,3,台灣自來水公司台南給水廠,2018-09-10T11:04:34.917,"[120.17355307746229, 22.984679606272536]",40.0
,2108,大安街368巷18號,2018.02.01,2018.05.01,2,台灣自來水股份有限公司第六區管理處永康服務所,2018-08-08T13:45:14.357,"[120.26595621251526, 23.011098453527364]",103.0
,2103,起金華路2段21巷2號,2018.02.01,2018.05.10,7,台灣自來水公司台南給水廠,2019-01-29T20:14:24.720,"[120.19102321789963, 22.97647120514201]",23.0
,2101,起長榮路3段133號,2018.02.01,2018.05.04,3.2,台灣自來水公司台南服務所,2018-10-11T15:31:58.203,"[120.22179500949632, 22.995642995681795]",63.0
,2104,大武街525巷1弄20號,2018.02.02,2018.05.04,1.2,台灣自來水公司台南服務所,2018-11-12T10:30:59.187,"[120.21942773522015, 23.018032617206913]",116.0
,2106,安寧街91巷13號(左邊),2018.02.02,2018.05.05,4.2,台灣自來水公司台南服務所,2019-01-07T08:46:19.950,"[120.19360253476114, 23.02340862169048]",114.0
,2104,起長榮路5段61號(申挖位置在長勝路),2018.02.02,2018.05.05,2.7,台灣自來水公司台南服務所,2019-02-22T18:20:04.677,"[120.22028656048627, 23.00950227871038]",98.0
,2107,光州7街3號(旁),2018.02.02,2018.04.02,2.1,台灣電力公司台南區營業處,2019-01-16T16:27:13.990,"[120.16362284929906, 22.99301957193543]",57.0
,2106,宜居1街國安段1755地號,2018.02.02,2018.04.02,1.8,台灣電力公司台南區營業處,2018-07-31T14:39:22.307,"[120.18285565704362, 23.016826031485344]",113.0
,2103,起新興路195號(邊),2018.02.02,2018.05.02,1.2,台灣自來水公司台南服務所,2019-03-05T10:58:02.360,"[120.19400112673833, 22.97730198437072]",24.0
,2107,起慶平路(與)訖永華8街(交叉口),2018.02.02,2018.04.02,6,台灣電力公司台南區營業處,2018-09-21T15:41:56.930,"[120.17307963813658, 22.99716324680761]",76.0
,2106,起長溪路3段373巷86號(5戶),2018.02.02,2018.05.05,35.4,台灣自來水公司台南服務所,2018-05-28T08:46:54.010,"[120.19547636950524, 23.06653012131296]",204.0
,2101,起德昌路88號(旁(德昌1街內)),2018.02.02,2018.04.02,1.2,台灣電力公司台南區營業處,2018-10-22T10:03:16.240,"[120.23781977465777, 22.966255739409903]",10.0
,2108,起中正南路779巷10弄6號,2018.02.02,2018.04.02,1.2,台灣電力公司台南區營業處,2018-07-30T10:19:45.923,"[120.23552819880551, 23.040825657131364]",154.0
,2103,起金華路1段412號(對面等),2018.02.02,2018.04.22,15,中華電信公司台南營運處第二客網中心,2019-01-23T14:51:09.787,"[120.1905831515778, 22.97109938043179]",23.0
,2108,忠勇街56號(前),2018.02.02,2018.04.09,0.72,中華電信公司台南營運處第一客網中心四股,2019-01-10T14:39:35.490,"[120.23811940179577, 22.9999761752401]",82.0
,2108,文賢街422巷36號,2018.02.02,2018.05.02,0.66,台灣自來水股份有限公司第六區管理處永康服務所,2018-12-10T14:00:02.337,"[120.26504764682568, 23.012673504868403]",103.0
,2108,起中華路578巷40號,2018.02.02,2018.04.09,0.72,中華電信公司台南營運處第一客網中心四股,2018-12-06T16:20:14.723,"[120.23326316627923, 23.013662348505637]",100.0
,2108,起大仁街79號(等)訖大仁街119號(等),2018.02.02,2018.04.16,59.4,中華電信公司台南營運處第一客網中心四股,2018-09-11T09:34:46.007,"[120.25697387194387, 23.00271550667459]",84.0
,2106,起安中路1段622巷103號,2018.02.03,2018.05.03,24,台灣自來水公司台南服務所,2018-05-10T15:20:03.027,"[120.20115050007367, 23.042269557716427]",150.0
,2101,裕敬2街76號(南),2018.02.04,2018.05.05,1.2,欣南天然氣股份有限公司,2019-01-23T15:03:13.820,"[120.24564477700305, 22.97834158078001]",29.0
,2106,起府安路6段103巷3弄5號(旁空地),2018.02.05,2018.05.07,2.4,台灣自來水公司台南服務所,2018-12-05T19:14:10.393,"[120.18760851839926, 23.017708525756127]",113.0
,2106,安興街181巷30號(對面),2018.02.05,2018.05.05,1.2,台灣自來水公司台南服務所,2018-06-01T10:00:41.773,"[120.1605977303921, 23.067305438526237]",200.0
,2106,起郡安路6段102號(對面等),2018.02.05,2018.05.05,1.8,中華電信公司台南營運處第二客網中心,2019-01-16T13:55:47.860,"[120.1852894843653, 23.02735841772559]",131.0
,2104,起育成路(與)訖育北街(交叉口),2018.02.05,2018.04.05,7.56,台灣電力公司台南區營業處,2018-08-03T09:37:21.857,"[120.2087091008329, 23.016987301368403]",115.0
,2103,起金華路1段416號(附近),2018.02.05,2018.04.05,8.25,台灣電力公司台南區營業處,2018-05-02T18:47:31.913,"[120.1906849878882, 22.97140941240528]",23.0
,2106,起郡安路5段(與)訖郡安路5段153巷(交叉口),2018.02.05,2018.04.05,53.1,台灣電力公司台南區營業處,2019-02-27T15:43:27.520,"[120.19756070953366, 23.0290827925559]",132.0
,2106,起郡安路5段153巷(與)訖安富街(交叉口),2018.02.05,2018.04.05,6,台灣電力公司台南區營業處,2018-06-25T09:05:22.167,"[120.19802547478665, 23.026751816824497]",132.0
,2106,起海佃路1段158巷216號(附近)訖海佃路1段158巷216號(附近),2018.02.05,2018.04.05,1.8,台灣電力公司台南區營業處,2018-06-25T09:04:21.490,"[120.1987296771738, 23.025380305561416]",132.0
,2106,起府安路5段162巷49弄16號(對面),2018.02.05,2018.05.08,3,台灣自來水公司台南服務所,2019-02-25T09:02:46.890,"[120.19692332456457, 23.02355938618644]",114.0
,2106,起海環街(與)訖海環街135巷(交叉口),2018.02.05,2018.04.05,15.36,台灣電力公司台南區營業處,2018-08-06T16:49:49.277,"[120.18508557532927, 23.03813030382775]",149.0
,2116,保東一街135號,2018.02.05,2018.05.05,3,台灣自來水股份有限公司第六區管理處歸仁服務所,2019-01-25T09:16:53.677,"[120.30462366527642, 22.993245250035365]",71.0
,2106,起北安路2段60巷6號(西),2018.02.05,2018.05.06,2,欣南天然氣股份有限公司,2018-12-05T19:13:32.957,"[120.205411671455, 23.027186905974105]",133.0
,2103,起大成路2段(與)訖大成路2段164巷(交叉口),2018.02.06,2018.04.06,18.24,台灣電力公司台南區營業處,2018-12-03T16:34:46.943,"[120.19340956754057, 22.975172122845738]",24.0
,2109,民族北街6號,2018.02.06,2018.05.06,1,台灣自來水股份有限公司第六區管理處歸仁服務所,2018-05-02T11:26:10.767,"[120.2923291873466, 22.967491434034237]",16.0
,2103,起新都路(與鹽埕路轉角),2018.02.06,2018.05.06,1.2,台灣自來水公司台南服務所,2018-12-19T18:13:19.520,"[120.18851434291565, 22.96743479784305]",5.0
,2102,起友愛街(與)訖永福路(口),2018.02.06,2018.05.31,6.67,台灣自來水公司台南給水廠,2019-01-14T11:30:28.300,"[120.200539279082, 22.991196108659135]",60.0
,2104,起北忠街(與)訖西華街(口),2018.02.06,2018.05.31,3.5,台灣自來水公司台南給水廠,2019-01-17T11:07:58,"[120.21058709352884, 22.999016905973974]",79.0
,2104,起開元路67號(前),2018.02.07,2018.04.21,0.72,中華電信公司台南營運處第一客網中心四股,2018-12-25T16:40:40.503,"[120.21691956837414, 23.006227999244853]",98.0
,2102,起民權路4段46號,2018.02.07,2018.04.07,7.44,台灣電力公司台南區營業處,2018-10-03T11:21:56.030,"[120.18574167899625, 22.999263015171508]",77.0
,2102,五妃街,2018.02.07,2018.04.06,0.09,三冠王有線電視股份有限公司,2019-01-15T17:53:08.680,"[120.20913344554722, 22.98257695842623]",43.0
,2109,起南丁路591巷30號(對面),2018.02.07,2018.05.07,1,台灣自來水股份有限公司第六區管理處歸仁服務所,2018-05-02T11:26:22.877,"[120.27748375700196, 22.987728405102942]",50.0
,2109,起信義南路47號(邊),2018.02.07,2018.05.07,2.25,台灣自來水股份有限公司第六區管理處歸仁服務所,2018-05-02T11:26:22.983,"[120.29840409718342, 22.96531657624726]",16.0
,2108,龍埔街430巷1號(旁),2018.02.07,2018.05.07,2,台灣自來水股份有限公司第六區管理處永康服務所,2018-05-02T11:26:23.280,"[120.25807709688627, 23.035023326605373]",156.0
,2108,八德街與八德街140巷(口),2018.02.07,2018.05.07,22,台灣自來水股份有限公司第六區管理處永康服務所,2018-05-02T11:26:23.377,"[120.25832694029498, 23.036764031257537]",156.0
,2108,八德街197號(前等二處),2018.02.07,2018.05.07,26,台灣自來水股份有限公司第六區管理處永康服務所,2018-05-02T11:26:23.470,"[120.25727627710327, 23.036838160270847]",156.0
,2108,起中華一路45號,2018.02.07,2018.04.30,1.2,中華電信公司台南營運處第一客網中心四股,2018-08-03T11:25:38.097,"[120.23736742142471, 23.004327188884442]",82.0
,2108,起永大路2段169.181號,2018.02.07,2018.04.07,2.88,台灣電力公司台南區營業處,2018-09-17T09:58:28.383,"[120.26179008748994, 23.007009827066113]",103.0
,2106,起安中路1段346巷18號(旁),2018.02.08,2018.04.10,1,台灣電力公司台南區營業處,2018-04-30T13:02:24.703,"[120.20455606811794, 23.03807448505345]",151.0
,2104,起公園路375-12/381號(等旁),2018.02.08,2018.05.08,1.44,中華電信公司台南營運處第二客網中心,2018-09-28T09:32:42.773,"[120.21018930162352, 23.006186040369283]",97.0
,2110,起中正路447號,2018.02.08,2018.05.06,1.2,中華電信公司台南營運處第一客網中心,2019-02-25T08:59:32.700,"[120.30793587198374, 23.03609716876287]",161.0
,2103,起德興路168之2號,2018.02.08,2018.05.10,4,台灣自來水公司台南給水廠,2018-12-07T09:51:17.787,"[120.19249954179074, 22.962320706839545]",6.0
,2103,起大同路2段530號,2018.02.09,2018.05.09,3.6,欣南天然氣股份有限公司,2019-01-16T21:32:55.883,"[120.21498952444655, 22.971134978585543]",26.0
,2109,大廟一街161巷29號,2018.02.09,2018.05.09,0.75,台灣自來水股份有限公司第六區管理處歸仁服務所,2018-05-08T11:58:43.883,"[120.276333142676, 22.993209189378014]",68.0
,2102,起友愛街(與)訖友愛街115巷(口),2018.02.09,2018.05.31,4.25,台灣自來水公司台南給水廠,2019-01-14T11:29:03.217,"[120.1997105178085, 22.99146010945507]",60.0
,2115,起太乙路56號,2018.02.09,2018.04.09,45.93,台灣電力公司台南區營業處,2018-06-08T14:43:12.420,"[120.25215480770237, 22.98265965864356]",48.0
,2103,起鹽埕路67號,2018.02.12,2018.05.15,2,台灣自來水公司台南給水廠,2019-01-15T18:36:48.867,"[120.18922591565848, 22.966331325188403]",5.0
,2103,起金華路1段8巷41號,2018.02.12,2018.05.15,2,台灣自來水公司台南給水廠,2018-12-07T09:52:12.770,"[120.19042274960475, 22.961718622717576]",5.0
,2102,起金華路四段5號(與)訖金華路四段5號(口),2018.02.12,2018.05.31,1.5,台灣自來水公司台南給水廠,2019-01-15T14:48:01.770,"[120.19398050046541, 22.9964581961148]",60.0
,2101,起東門路3段338巷57號,2018.02.12,2018.05.28,8,台灣自來水公司台南給水廠,2019-02-20T17:22:32.900,"[120.23801763997773, 22.971757729830816]",28.0
,2115,起中正路三段(土庫五街交叉口),2018.02.12,2018.05.12,6,台灣自來水股份有限公司第六區管理處歸仁服務所,2018-08-29T11:04:50.937,"[120.2588617922404, 22.98742430216504]",48.0
,2115,起中正路三段92號,2018.02.17,2018.05.17,3.74,台灣自來水股份有限公司第六區管理處歸仁服務所,2018-08-29T11:13:42.900,"[120.25283857029125, 22.97434340117313]",30.0
,2104,起北成路77號訖北成路43號,2018.02.19,2018.03.30,580,臺南市政府水利局雨水下水道工程科,2018-12-28T15:19:23.903,"[120.21014123966235, 23.018994561899255]",115.0
,2103,起金華路1段484巷86弄15號,2018.02.19,2018.05.20,6,台灣自來水公司台南給水廠,2019-01-29T20:15:02.387,"[120.19222883151687, 22.971643679367375]",24.0
,2101,崇仁街53巷32號,2018.02.19,2018.05.20,2,台灣自來水公司台南給水廠,2018-09-11T09:44:07.210,"[120.22430743563166, 22.98386753470985]",45.0
,2106,起海佃路3段360號(南),2018.02.21,2018.05.21,7.2,欣南天然氣股份有限公司,2019-01-21T08:53:48.670,"[120.17860325585718, 23.053333938180455]",184.0
,2104,起立賢路2段(海安路口至)訖海安路3段257巷(巷口),2018.02.21,2018.05.21,117.36,中華電信公司台南營運處第二客網中心,2018-06-26T09:38:48.217,"[120.19908478593439, 23.009519399554613]",96.0
,2106,起安富街133巷(內與)訖安富街167巷(內..等),2018.02.21,2018.04.24,127.8,台灣電力公司台南區營業處,2019-02-27T15:52:04.063,"[120.19903999117864, 23.02695581025877]",132.0
,2106,安富街,2018.02.21,2018.04.24,2.4,台灣電力公司台南區營業處,2019-02-27T15:42:26.843,"[120.2013390047987, 23.027699429349195]",132.0
,2115,太乙6街2號,2018.02.21,2018.03.21,1.44,台灣電力公司台南區營業處,2018-06-08T14:41:40.950,"[120.25112414365005, 22.982381721825266]",48.0
,2103,起樹林街2段414號訖樹林街2段426號(西),2018.02.21,2018.04.21,27.6,欣南天然氣股份有限公司,2019-02-20T15:40:39.380,"[120.19697260465158, 22.986368943043637]",42.0
,2106,起海佃路2段796號(前),2018.02.21,2018.04.23,2,台灣電力公司台南區營業處,2018-05-03T16:00:39.580,"[120.18470316645558, 23.046300095750777]",167.0
,2109,起南丁路271巷171號(邊),2018.02.21,2018.05.21,0.75,台灣自來水股份有限公司第六區管理處歸仁服務所,2018-05-17T08:59:38.617,"[120.27392570612555, 22.98100508303317]",50.0
,2102,忠明街44號(附近),2018.02.21,2018.04.21,1.44,台灣電力公司台南區營業處,2019-01-15T15:08:04.800,"[120.19607726379567, 22.996433307535092]",60.0
,2101,起慶東街54號(等)訖慶東街66號(等),2018.02.21,2018.04.21,2.4,中華電信公司台南營運處第一客網中心四股,2018-05-17T09:54:48.937,"[120.2159729634411, 22.986855947408813]",44.0
,2106,起永續路(與)訖宜居2路(交叉口),2018.02.21,2018.04.21,2,台灣電力公司台南區營業處,2018-12-18T15:08:28.390,"[120.18059855598331, 23.01739882353569]",112.0
,2115,裕忠三街125巷2號,2018.02.21,2018.03.21,0.75,台灣自來水股份有限公司第六區管理處歸仁服務所,2018-09-05T12:54:48.730,"[120.23922736643824, 22.979992308929802]",46.0
,2108,起中山路龍埔街口、中山路339號(對面二處),2018.02.21,2018.05.21,28,台灣自來水股份有限公司第六區管理處永康服務所,2018-05-17T08:59:38.930,"[120.25475008318978, 23.035259023406322]",156.0
,2108,起中山路355、369、381號(旁三處),2018.02.21,2018.05.21,36,台灣自來水股份有限公司第六區管理處永康服務所,2018-05-17T08:59:39.023,"[120.25440873056833, 23.03599960934677]",156.0
,2115,起太子路137號,2018.02.21,2018.03.31,15.48,台灣電力公司台南區營業處,2018-06-08T14:08:25.463,"[120.26612674052687, 22.99139417218784]",67.0
,2108,起中山路494、508號(旁二處),2018.02.21,2018.05.21,24,台灣自來水股份有限公司第六區管理處永康服務所,2018-05-17T08:59:39.150,"[120.25419622020121, 23.037243120016992]",156.0
,2115,起中清路127號,2018.02.21,2018.03.21,1.44,台灣電力公司台南區營業處,2018-09-18T09:44:30.120,"[120.25610770658956, 22.972388853522013]",30.0
,2115,182號(線)道路自7公里100公尺起至7公里250公尺訖,2018.02.21,2018.04.21,4.32,台灣電力公司台南區營業處,2019-02-18T09:56:39.193,"[120.25597627577235, 22.971075418734113]",30.0
,2102,起金華路4段51號,2018.02.21,2018.05.21,7.8,欣南天然氣股份有限公司,2019-01-16T22:23:27.747,"[120.19479867537564, 22.998453864978753]",78.0
,2137,起永就里永就路68-46號,2018.02.21,2018.05.21,12.38,台灣自來水股份有限公司第六區管理處新市服務所,2019-01-16T15:47:20.797,"[120.29247869057411, 23.055114007402914]",196.0
,2101,起東光路二段36巷(口),2018.02.21,2018.04.30,1.2,中華電信公司台南營運處第一客網中心四股,2018-05-29T11:08:42.630,"[120.23166000882836, 22.996127245643155]",64.0
,2108,起永正路37號(旁等),2018.02.21,2018.05.21,15,中華電信公司台南營運處第一客網中心四股,2018-12-11T10:20:25.400,"[120.254239653336, 23.025894029292555]",138.0
,2108,起永正路87號(旁等),2018.02.21,2018.05.21,64.8,中華電信公司台南營運處第一客網中心四股,2018-12-11T10:22:02.393,"[120.25386950367059, 23.027472037956585]",138.0
,2108,起復國一路23號(等)訖復國一路66號(等),2018.02.21,2018.04.30,1.44,中華電信公司台南營運處第一客網中心四股,2018-08-03T11:38:42.053,"[120.24616606691227, 23.00342484448741]",83.0
,2106,永續3街(宜居路東邊處),2018.02.21,2018.08.19,6,龍湶水資源股份有限公司,2019-02-11T11:30:20.963,"[120.17874589811038, 23.02042212078594]",112.0
,2103,起鹽埕路103巷82弄4號,2018.02.21,2018.05.31,6,台灣自來水公司台南給水廠,2019-01-15T18:37:00.857,"[120.1876085403501, 22.965116059648082]",5.0
,2103,起德興路177巷23號,2018.02.21,2018.05.31,2,台灣自來水公司台南給水廠,2018-12-07T09:50:39.770,"[120.19332334433865, 22.96262564485195]",6.0
,2101,起裕忠路101號,2018.02.22,2018.04.22,4.2,中華電信公司台南營運處第一客網中心四股,2018-09-10T14:47:58.083,"[120.24182633642256, 22.9859229297417]",47.0
,2102,起西湖街227號訖西湖街205號,2018.02.22,2018.04.22,300,臺南市政府水利局雨水下水道工程科,2018-11-21T11:39:12.067,"[120.18240838496392, 23.003636183879866]",77.0
,2101,起林森路1段226號訖林森路1段(監理站門口),2018.02.22,2018.05.22,100,台灣自來水公司第六區管理處,2018-10-05T11:30:30.103,"[120.21751104467859, 22.982506196909615]",44.0
,2101,起林森路1段(監理站門口)訖林森路1段(大東夜市門口),2018.02.22,2018.05.22,87.3,台灣自來水公司第六區管理處,2018-10-05T11:30:14.383,"[120.21843650137669, 22.982811319235655]",44.0
,2101,起林森路1段(大東夜市門口)訖林森路1段(崇善路口),2018.02.22,2018.05.22,90,台灣自來水公司第六區管理處,2018-10-05T11:29:57.133,"[120.21933145778495, 22.98310018252839]",44.0
,2101,起林森路1段(崇善路口)訖林森路1段(080停車格),2018.02.22,2018.05.22,89.1,台灣自來水公司第六區管理處,2018-10-05T11:29:31.023,"[120.22035974650481, 22.983505856306117]",44.0
,2101,起林森路1段(080號停車格)訖林森路1段(104號停車格),2018.02.22,2018.05.22,90,台灣自來水公司第六區管理處,2018-10-05T11:28:46.600,"[120.22096235418822, 22.984009323113384]",44.0
,2101,起林森路1段(104號停車格)訖林森路1段418號(衛生局門口),2018.02.22,2018.05.22,90,台灣自來水公司第六區管理處,2018-10-05T11:26:22.847,"[120.22145375530403, 22.984582918204463]",44.0
,2101,起林森路1段418號(衛生局門口)訖東門路2段176號,2018.02.22,2018.05.22,82.8,台灣自來水公司第六區管理處,2019-02-15T10:12:19.050,"[120.22213299083636, 22.98521225094459]",45.0
,2101,起中華東路3段355號訖中華東路3段357巷21號,2018.02.22,2018.04.22,13.28,台灣電力公司台南區營業處,2018-08-30T09:16:34.877,"[120.22295165461512, 22.973568760061863]",27.0
,2108,起埔園街339號(前)訖埔園街339號(前),2018.02.22,2018.03.22,50,大台南區天然氣股份有限公司,2018-04-09T09:51:53.750,"[120.25134758735113, 23.032915254390684]",138.0
,2101,裕東二街9號,2018.02.22,2018.04.30,0.72,中華電信公司台南營運處第一客網中心四股,2018-09-10T14:45:39.693,"[120.24620162470283, 22.97714888798162]",29.0
,2101,起林森路1段418號,2018.02.22,2018.04.22,9,台灣電力公司台南區營業處,2018-08-30T09:10:28.733,"[120.22182170299101, 22.98503199919112]",45.0
,2104,起公園路535號(與)訖公園路535號(口),2018.02.22,2018.05.31,3,台灣自來水公司台南給水廠,2019-01-17T11:17:03.137,"[120.21046244563792, 23.009859380846727]",97.0
,2104,起和緯路三段298號(與)訖和緯路三段298號(口),2018.02.22,2018.05.31,1.3,台灣自來水公司台南給水廠,2019-01-17T11:17:30.967,"[120.19628866430928, 23.010258650210808]",96.0
,2101,東成街111巷7號,2018.02.22,2018.05.31,10,台灣自來水公司台南給水廠,2018-12-26T11:32:49.540,"[120.23526485585951, 22.98074928533909]",46.0
,2101,起中華東路2段185巷37號,2018.02.22,2018.05.31,10,台灣自來水公司台南給水廠,2019-02-21T15:04:48.093,"[120.23370225795725, 22.984730246747638]",46.0
,2103,起鹽埕路291巷51號(邊20尺),2018.02.23,2018.05.23,2.4,台灣自來水公司台南服務所,2018-10-15T08:31:27.050,"[120.18779126323784, 22.97127750431954]",23.0
,2102,起永福路2段227巷18號(附近),2018.02.23,2018.04.23,3.2,台灣電力公司台南區營業處,2018-05-30T18:45:14.960,"[120.20170399101353, 22.996410323241175]",60.0
,2109,中山八街47號(旁),2018.02.23,2018.05.23,1.5,台灣自來水股份有限公司第六區管理處歸仁服務所,2018-06-29T10:32:46.230,"[120.28960198575369, 22.968939051281716]",15.0
,2103,起新興路507-6號訖新興路523號,2018.02.23,2018.05.23,6,欣南天然氣股份有限公司,2019-02-20T17:22:12.380,"[120.1878613778805, 22.974873453328726]",23.0
,2101,起裕忠路101號,2018.02.23,2018.04.22,10.2,欣南天然氣股份有限公司,2018-11-07T18:42:14.793,"[120.24173970401523, 22.985889910653555]",47.0
,2104,起育德2路50號(申挖位西門路4段1巷),2018.02.23,2018.05.26,2.4,台灣自來水公司台南服務所,2019-01-08T11:38:53.563,"[120.20267763131446, 23.007840992080794]",97.0
,2101,裕豐街68巷5號,2018.02.23,2018.05.07,5.4,中華電信公司台南營運處第一客網中心四股,2018-11-13T10:57:09.527,"[120.2270891719663, 22.98463846503643]",45.0
,2103,起健康路1段92號(附近),2018.02.24,2018.04.21,9.93,台灣電力公司台南區營業處,2018-07-16T18:18:42.587,"[120.20968426427117, 22.981317362036386]",43.0
,2103,仁慈街19號,2018.02.24,2018.04.23,4,台灣電力公司台南區營業處,2018-12-18T14:57:32.757,"[120.19394906413056, 22.978319484832355]",24.0
,2108,起小北路22-1號(對面),2018.02.25,2018.04.25,14.25,台灣電力公司台南區營業處,2018-12-25T19:35:18.730,"[120.21468871846709, 23.02091679638464]",116.0
,2101,起裕文路22巷22號(旁等),2018.02.25,2018.05.20,1.8,中華電信公司台南營運處第二客網中心,2018-10-01T16:14:34.477,"[120.23777854904259, 22.982379282341793]",46.0
,2101,起莊敬路181巷26號,2018.02.25,2018.05.31,3,台灣自來水公司台南給水廠,2018-09-11T09:49:56.900,"[120.23226454787898, 22.996594109550333]",64.0
,2106,起州南7街197號訖州南7街239號,2018.02.26,2018.04.29,39.6,台灣電力公司台南區營業處,2018-12-12T10:48:37,"[120.21472778061285, 23.060216707455]",188.0
,2106,起海佃路1段108號(旁),2018.02.26,2018.08.24,16,龍湶水資源股份有限公司,2019-03-04T09:11:33.530,"[120.19212595526223, 23.022430845755913]",113.0
,2106,起海佃路1段126號(旁),2018.02.26,2018.08.24,16,龍湶水資源股份有限公司,2019-02-19T09:24:38.653,"[120.19195406454332, 23.02330584993987]",113.0
,2106,起海佃路1段272號訖海佃路1段336號,2018.02.26,2018.08.24,230.3,龍湶水資源股份有限公司,2019-02-19T09:24:21.663,"[120.19120264030349, 23.02673206943361]",131.0
,2102,起民生路2段363巷2號訖民生路2段363巷(與民生路2段口),2018.02.26,2018.05.27,26.4,欣南天然氣股份有限公司,2019-01-16T22:12:24.113,"[120.18969484367929, 22.997208029378655]",77.0
,2109,起大成路185號(邊),2018.02.26,2018.05.26,0.75,台灣自來水股份有限公司第六區管理處歸仁服務所,2018-09-10T15:16:54.160,"[120.29577115876918, 22.961081570903815]",16.0
,2109,起保大路一段152巷100弄10號(邊往西20公尺處),2018.02.26,2018.05.26,0.75,台灣自來水股份有限公司第六區管理處歸仁服務所,2019-01-19T11:36:03.587,"[120.29347169680614, 23.003072766609005]",88.0
,2109,中正六街52號(旁),2018.02.26,2018.05.26,0.75,台灣自來水股份有限公司第六區管理處歸仁服務所,2018-09-25T16:38:19.770,"[120.29325334236586, 22.965806128412034]",16.0
,2109,起保大路401巷169號(邊),2018.02.26,2018.05.26,1,台灣自來水股份有限公司第六區管理處歸仁服務所,2018-06-05T15:10:59.010,"[120.27351647380735, 22.994934877590996]",68.0
,2109,起復興路121號,2018.02.26,2018.05.26,6.75,台灣自來水股份有限公司第六區管理處歸仁服務所,2019-01-24T11:37:28.030,"[120.29538149866548, 22.965405606201017]",16.0
,2106,義吉街118巷16弄1號(旁),2018.02.26,2018.05.29,4.2,台灣自來水公司台南服務所,2018-07-04T15:58:18.917,"[120.19656614526045, 23.032611535567927]",132.0
,2103,起利南街241號(前30公尺近新興路)訖利南街211號(前10公尺),2018.02.26,2018.06.30,716.9,臺南市政府水利局雨水下水道工程科,2019-03-05T10:33:04.240,"[120.18775017145234, 22.974392427599916]",23.0
,2103,起利南路211號(前10公尺)訖利南路167號,2018.02.26,2018.06.30,353.5,臺南市政府水利局雨水下水道工程科,2019-03-05T10:32:17.257,"[120.18864656336554, 22.973188635460094]",23.0
