0,1,2,3,4,5,6,7,8,9,10,11,12,13,hole,splitArea
2132,1080500330,2019/05/28 17:51:38,結案,PC,第一工務大隊,許均凱,路面破(龜)裂,安南區,鋪面,路面破(龜)裂,,台江大道二段(長溪路口東向及本原街二段106巷口西向等二處快車道),經度:120.19365016997 緯度:23.0600705719656X_97坐標:167373.97 Y_97坐標:2551162.69,0,186.0
2133,1080500329,2019/05/28 17:36:51,結案,PC,第一工務大隊,許均凱,路面破(龜)裂,中西區,鋪面,路面破(龜)裂,,臺南市中西區大勇街(金華路至海安路口),經度:120.192927854123 緯度:22.9899566043388X_97坐標:167257.17 Y_97坐標:2543398.61,0,60.0
2134,1080500328,2019/05/28 17:30:49,結案,PC,第一工務大隊,許均凱,路面破(龜)裂,安平區,鋪面,路面破(龜)裂,,臺南市安平區建平一街224巷,經度:120.17533185367 緯度:22.9850036493031X_97坐標:165450.02 Y_97坐標:2542860.15,0,40.0
2135,1080500327,2019/05/28 17:17:00,結案,PC,第一工務大隊,許均凱,路面破(龜)裂,安南區,鋪面,路面破(龜)裂,,臺南市安南區安昌街85巷至130巷間,經度:120.218473625743 緯度:23.0721834024464X_97坐標:169924.89 Y_97坐標:2552490.27,0,224.0
2142,1080500320,2019/05/28 16:40:09,結案,PC,第一工務大隊,許均凱,路面破(龜)裂,北區,鋪面,路面破(龜)裂,,臺南市北區中華北路二段268巷,經度:120.207900833629 緯度:23.0219402101351X_97坐標:168811.44 Y_97坐標:2546932.12,0,115.0
2174,1080500288,2019/05/28 10:07:31,結案,PC,第一工務大隊,黃富美,修補變壞,安平區,鋪面,修補變壞,,安平區,經度:120.183224464473 緯度:22.9983390074973X_97坐標:166267.48 Y_97坐標:2544332.39,0,77.0
2180,1080500282,2019/05/28 09:39:19,結案,PC,第一工務大隊,黃富美,修補變壞,安平區,鋪面,修補變壞,,安平區,經度:120.168669361063 緯度:22.9896445252918X_97坐標:164769.82 Y_97坐標:2543377.94,0,57.0
2181,1080500281,2019/05/28 09:30:55,結案,PC,第一工務大隊,黃富美,修補變壞,安平區,鋪面,修補變壞,,安平區,經度:120.159792941056 緯度:23.0032600051207X_97坐標:163868.38 Y_97坐標:2544890.92,0,74.0
2182,1080500280,2019/05/28 09:27:19,結案,PC,第一工務大隊,黃富美,修補變壞,安平區,鋪面,修補變壞,,安平區,經度:120.150747385761 緯度:22.9875076897375X_97坐標:162930.95 Y_97坐標:2543151.83,0,37.0
2197,1080500265,2019/05/27 14:48:03,結案,PC,養護工程科一股,陳癸燁,路面坑洞,北區,鋪面,路面坑洞,,東豐路83號前路面掏空等5件工程,經度:120.216136457871 緯度:23.0040589311463X_97坐標:169645.02 Y_97坐標:2544947.4,0,80.0
2219,1080500242,2019/05/24 18:46:09,結案,PC,第一工務大隊,王雅欣,路面坑洞,北區,鋪面,路面坑洞,,北區育德二路陽光公園旁路面破損等10件搶修,經度:120.202301995828 緯度:23.0078154594647X_97坐標:168229.03 Y_97坐標:2545371.05,0,97.0
2224,1080500237,2019/05/24 15:04:32,結案,PC,養護工程科一股,鄭世衡,人手孔周圍沉陷或損壞,南區,鋪面,人手孔周圍沉陷或損壞,,南門路.手孔聲韾及引上管等9件,經度:120.203617909986 緯度:22.9811600740973X_97坐標:168347.9 Y_97坐標:2542418.49,1,43.0
2228,1080500230,2019/05/23 11:39:28,結案,PC,養護工程科一股,陳癸燁,路面坑洞,北區,鋪面,路面坑洞,,東豐路(勝利路至長榮路往東方向)機車道路面掏空等5件工程,經度:120.221818241273 緯度:23.0026591954537X_97坐標:170226.67 Y_97坐標:2544789.29,0,81.0
2231,1080500227,2019/05/22 21:24:55,結案,PC,第一工務大隊,葉明晉,路面坑洞,東區,鋪面,路面坑洞,,大同路與榮譽街口路面下陷等修復,經度:120.211800305901 緯度:22.9884078561363X_97坐標:169191.18 Y_97坐標:2543216.58,0,62.0
2253,1080500198,2019/05/20 21:07:01,結案,PC,第一工務大隊,葉明晉,路面坑洞,中西區,鋪面,路面坑洞,,五妃街與永福路口掏空等修復工程,經度:120.208315370219 緯度:22.9826390891001X_97坐標:168830.43 Y_97坐標:2542579.67,0,43.0
2257,1080500194,2019/05/20 13:41:27,結案,PC,第一工務大隊,吳建中,路面破(龜)裂,安南區,鋪面,路面破(龜)裂,,海佃路二段92巷口人行道損壞等二處搶修,經度:120.190298762141 緯度:23.0315271349856X_97坐標:167013.05 Y_97坐標:2548003.65,3,131.0
2259,1080500192,2019/05/20 11:29:30,結案,PC,養護工程科一股,陳癸燁,路面坑洞,安平區,鋪面,路面坑洞,,安平路周氏蝦捲前路面淘空等5件工程,經度:120.174634546345 緯度:22.9982840049319X_97坐標:165386.8 Y_97坐標:2544331.23,0,76.0
2309,1080500123,2019/05/13 08:39:20,結案,PC,第三工務大隊,王培維,路面破(龜)裂,永康區,鋪面,路面破(龜)裂,,永康區正義街路面改善工程,經度:120.253701299766 緯度:23.028311989682X_97坐標:173509.68 Y_97坐標:2547613.08,0,138.0
2332,1080500097,2019/05/10 10:52:01,結案,PC,第三工務大隊,王培維,路面破(龜)裂,永康區,鋪面,路面破(龜)裂,,永大路三段(永大路三段618巷口至台1線區段)北向平面內側快車道(往台1線方向)路面改善工程,經度:120.258608962767 緯度:23.0390303935274X_97坐標:174018.71 Y_97坐標:2548797.48,0,156.0
2333,1080500096,2019/05/10 09:57:16,結案,PC,第一工務大隊,黃富美,修補變壞,安平區,鋪面,修補變壞,,安平區,經度:120.167185435574 緯度:22.9874389004778X_97坐標:164616.29 Y_97坐標:2543134.55,0,39.0
2334,1080500095,2019/05/10 09:55:34,結案,PC,第一工務大隊,黃富美,路面坑洞,安平區,鋪面,路面坑洞,,安平區,經度:120.164524412386 緯度:22.9925327547307X_97坐標:164346.67 Y_97坐標:2543700.2,0,57.0
2335,1080500094,2019/05/10 09:44:26,結案,PC,第一工務大隊,黃富美,修補變壞,安平區,鋪面,修補變壞,,安平區,經度:120.163570266619 緯度:22.9979860356035X_97坐標:164252.29 Y_97坐標:2544304.66,0,75.0
2336,1080500093,2019/05/10 09:40:28,結案,PC,第一工務大隊,黃富美,修補變壞,安平區,鋪面,修補變壞,,安平區,經度:120.161533555545 緯度:22.9992122955857X_97坐標:164044.26 Y_97坐標:2544441.65,0,74.0
2341,1080500087,2019/05/10 09:17:06,結案,PC,第一工務大隊,黃富美,路面坑洞,安平區,鋪面,路面坑洞,,安平區,經度:120.158727107276 緯度:22.9932441663886X_97坐標:163752.75 Y_97坐標:2543782.38,0,56.0
2346,1080500080,2019/05/09 20:55:17,結案,PC,第一工務大隊,葉明晉,路面坑洞,東區,鋪面,路面坑洞,,裕和路206號前路面掏空等多處搶修工程,經度:120.242817135171 緯度:22.9879381971298X_97坐標:172370.99 Y_97坐標:2543147.82,0,47.0
2349,1080500077,2019/05/09 16:59:38,結案,PC,第一工務大隊,吳建中,鋪面正常,安南區,鋪面,鋪面正常,,海佃路二段與海德二路口與海尾路等二處搶修,經度:120.189317200481 緯度:23.0347822339663X_97坐標:166914.44 Y_97坐標:2548364.68,1,149.0
2378,1080500037,2019/05/02 21:21:45,結案,PC,第一工務大隊,葉明晉,路面坑洞,東區,鋪面,路面坑洞,,東光路與凱旋路掏空等修復工程,經度:120.237542182441 緯度:22.9685030248268X_97坐標:171818.98 Y_97坐標:2540998.38,4,10.0
2408,1080400416,2019/04/30 21:09:58,結案,PC,第一工務大隊,葉明晉,路面坑洞,中西區,鋪面,路面坑洞,,忠義路42-1號前溝蓋提升等修復工程,經度:120.20191981832 緯度:22.9859432870363X_97坐標:168176.67 Y_97坐標:2542949.13,0,42.0
2455,1080400356,2019/04/25 21:17:45,結案,PC,第一工務大隊,王雅欣,路面坑洞,北區,鋪面,路面坑洞,,北區西門路四段336號前地磚破損等4件搶修,經度:120.209623299635 緯度:23.0136755193247X_97坐標:168983.06 Y_97坐標:2546015.93,1,97.0
2463,1080400346,2019/04/24 20:55:05,結案,PC,第一工務大隊,葉明晉,路面坑洞,中西區,鋪面,路面坑洞,,大福街30號前溝底阻塞等修復工程,經度:120.193730793787 緯度:22.9989531544727X_97坐標:167344.97 Y_97坐標:2544394.44,0,78.0
2465,1080400341,2019/04/24 16:34:54,結案,PC,養護工程科一股,許文耀,路面坑洞,南區,鋪面,路面坑洞,,金華路與建南路口溝底塞沙包,經度:120.191626363162 緯度:22.9848237495147X_97坐標:167120.6 Y_97坐標:2542830.93,1,41.0
2466,1080400340,2019/04/24 16:15:47,結案,PC,養護工程科一股,許文耀,路面坑洞,東區,鋪面,路面坑洞,,東門路三段226巷43號對面路面積水,經度:120.235045507284 緯度:22.9763098020066X_97坐標:171567.47 Y_97坐標:2541864.23,1,28.0
2544,1080400246,2019/04/16 14:59:30,結案,PC,第三工務大隊,陳緯剛,路面坑洞,新化區,鋪面,路面坑洞,,台南市,經度:120.310847707887 緯度:23.038509245282X_97坐標:179372.3 Y_97坐標:2548713.61,0,162.0
2560,1080400228,2019/04/12 21:41:10,結案,PC,第一工務大隊,葉明晉,路面坑洞,中西區,鋪面,路面坑洞,,大同路一段104號前斜坡打除等修復工程,經度:120.211117910652 緯度:22.9857620568364X_97坐標:169119.64 Y_97坐標:2542923.96,0,43.0
2561,1080400227,2019/04/12 21:29:48,結案,PC,第一工務大隊,葉明晉,路面坑洞,東區,鋪面,路面坑洞,,小東路190號旁水泥突出物打除等修復工程,經度:120.227582610163 緯度:22.9997544180204X_97坐標:170815.92 Y_97坐標:2544464.49,0,81.0
2565,1080400222,2019/04/12 12:08:16,結案,PC,第一工務大隊,鍾文曉,路面破(龜)裂,東區,鋪面,路面破(龜)裂,,東區崇善八街(崇善路至仁和路口),經度:120.231538875455 緯度:22.9724252976118X_97坐標:171205.66 Y_97坐標:2541435.94,0,28.0
2566,1080400221,2019/04/12 11:31:51,結案,PC,第一工務大隊,吳建中,路面破(龜)裂,安南區,鋪面,路面破(龜)裂,,鹽田路139號前路口及安吉路二段南下外車道等四處搶修,經度:120.145660208828 緯度:23.0332937129826X_97坐標:162438.92 Y_97坐標:2548225.28,0,145.0
2575,1080400211,2019/04/11 23:42:23,結案,PC,第一工務大隊,鍾文曉,路面破(龜)裂,安平區,鋪面,路面破(龜)裂,,健康三街(府平路至郡平路),經度:120.168491692228 緯度:22.9883795618156X_97坐標:164750.81 Y_97坐標:2543237.96,0,57.0
2576,1080400210,2019/04/11 23:30:28,結案,PC,第一工務大隊,鍾文曉,路面破(龜)裂,南區,鋪面,路面破(龜)裂,,南區仁南街(仁南四街路~健康路二段口),經度:120.184444604686 緯度:22.9836087919489X_97坐標:166383.5 Y_97坐標:2542700.46,0,41.0
2577,1080400209,2019/04/11 23:20:37,結案,PC,第一工務大隊,鍾文曉,路面破(龜)裂,南區,鋪面,路面破(龜)裂,,德興路(永興三街至中華南路二段),經度:120.19256702921 緯度:22.96230503031X_97坐標:167203.33 Y_97坐標:2540336.67,0,6.0
2578,1080400208,2019/04/11 23:15:11,結案,PC,第一工務大隊,鍾文曉,路面破(龜)裂,南區,鋪面,路面破(龜)裂,,德興路(永興三街至中華南路二段),經度:120.192536801209 緯度:22.9641769169368X_97坐標:167201.37 Y_97坐標:2540543.98,0,6.0
2579,1080400207,2019/04/11 23:07:10,結案,PC,第一工務大隊,鍾文曉,路面破(龜)裂,南區,鋪面,路面破(龜)裂,,南區新孝路,經度:120.189665744675 緯度:22.9777822475866X_97坐標:166915.27 Y_97坐標:2542052.26,0,23.0
2582,1080400203,2019/04/11 16:42:21,結案,PC,第一工務大隊,陳昱勳,路面鋪面變形推擠,南區,鋪面,路面鋪面變形推擠,,南區等道路,經度:120.195186627739 緯度:22.9830181458386X_97坐標:167484.54 Y_97坐標:2542628.97,0,42.0
2627,1080400157,2019/04/10 14:44:30,結案,PC,第一工務大隊,鍾文曉,路面破(龜)裂,中西區,鋪面,路面破(龜)裂,,中西區民權路三段(金華路~西和路),經度:120.188469065861 緯度:22.9989747746314X_97坐標:166805.55 Y_97坐標:2544399.81,0,77.0
2628,1080400156,2019/04/10 14:23:19,結案,PC,第一工務大隊,鍾文曉,路面破(龜)裂,中西區,鋪面,路面破(龜)裂,,中西區民權路三段(金華路~西和路),經度:120.190916528815 緯度:22.9981657362327X_97坐標:167055.97 Y_97坐標:2544308.83,0,77.0
2636,1080400143,2019/04/10 09:35:07,結案,PC,第一工務大隊,鍾文曉,路面破(龜)裂,東區,鋪面,路面破(龜)裂,,東區文化路(仁和路~文化一街)、文化二街(文化路~文化一街口),經度:120.231362970256 緯度:22.976921302266X_97坐標:171190.23 Y_97坐標:2541933.92,0,28.0
2637,1080400142,2019/04/10 09:26:31,結案,PC,第一工務大隊,鍾文曉,路面破(龜)裂,東區,鋪面,路面破(龜)裂,,東區立德六路、立德七路,經度:120.215044629751 緯度:22.976214728751X_97坐標:169516.59 Y_97坐標:2541864.53,1,26.0
2647,1080400132,2019/04/09 20:38:57,結案,PC,第一工務大隊,鍾文曉,路面車轍,安南區,鋪面,路面車轍,,安南區台江大道二段(長溪路及安吉路口等二處、東往西車道),經度:120.201032255853 緯度:23.0591767883124X_97坐標:168129.9 Y_97坐標:2551059.56,0,186.0
2648,1080400131,2019/04/09 20:25:55,結案,PC,第一工務大隊,鍾文曉,路面破(龜)裂,安南區,鋪面,路面破(龜)裂,,安南區府安路四段(府安路四段91巷口~府安路四段187巷口),經度:120.207702761606 緯度:23.0246998126875X_97坐標:168792.79 Y_97坐標:2547237.83,0,133.0
2649,1080400130,2019/04/09 20:18:50,結案,PC,第一工務大隊,鍾文曉,路面破(龜)裂,安南區,鋪面,路面破(龜)裂,,安南區府安路四段(安和路口~府安路四段91巷口),經度:120.213223129013 緯度:23.0252886657978X_97坐標:169358.98 Y_97坐標:2547299.99,0,134.0
2650,1080400129,2019/04/09 20:10:56,結案,PC,第一工務大隊,鍾文曉,路面破(龜)裂,安南區,鋪面,路面破(龜)裂,,安南區府安路三段(府安路三段319號至安和路口),經度:120.216795090954 緯度:23.0270017886939X_97坐標:169726.12 Y_97坐標:2547487.74,0,134.0
2652,1080400127,2019/04/09 19:37:13,結案,PC,第一工務大隊,鍾文曉,路面破(龜)裂,安南區,鋪面,路面破(龜)裂,,安南區安和路四段533巷151弄(州南十街~151弄尾),經度:120.215747797187 緯度:23.0591850144425X_97坐標:169637.87 Y_97坐標:2551052.31,0,188.0
2653,1080400126,2019/04/09 19:19:30,結案,PC,第一工務大隊,鍾文曉,路面破(龜)裂,安平區,鋪面,路面破(龜)裂,,建平三街(文平路至華平路),經度:120.176369537216 緯度:22.9858003538227X_97坐標:165556.91 Y_97坐標:2542947.78,0,40.0
2654,1080400125,2019/04/09 19:13:11,結案,PC,第一工務大隊,鍾文曉,路面破(龜)裂,安平區,鋪面,路面破(龜)裂,,光州路(府平路至郡平路),經度:120.160413329149 緯度:22.9881168988674X_97坐標:163922.38 Y_97坐標:2543213.59,0,56.0
2655,1080400124,2019/04/09 18:58:47,結案,PC,第一工務大隊,鍾文曉,路面破(龜)裂,北區,鋪面,路面破(龜)裂,,北區海安路三段985巷(含27弄及49弄),經度:120.199209545295 緯度:23.0194117522914X_97坐標:167919.03 Y_97坐標:2546656.96,0,114.0
2656,1080400123,2019/04/09 18:43:16,結案,PC,第一工務大隊,鍾文曉,路面破(龜)裂,北區,鋪面,路面破(龜)裂,,北區勝利路(小東路至東豐路),經度:120.218645115242 緯度:23.002199921007X_97坐標:169901.1 Y_97坐標:2544740.16,0,80.0
2657,1080400122,2019/04/09 18:26:54,結案,PC,第一工務大隊,鍾文曉,路面破(龜)裂,北區,鋪面,路面破(龜)裂,,北區北成路128巷(北成路至西門路四段533巷),經度:120.209454565597 緯度:23.0207664787317X_97坐標:168970 Y_97坐標:2546801.28,0,115.0
2672,1080400101,2019/04/08 23:26:04,結案,PC,第一工務大隊,鍾文曉,路面破(龜)裂,北區,鋪面,路面破(龜)裂,,北區西門路四段(和緯路二段至北安路一段),經度:120.210134193616 緯度:23.0152149956413X_97坐標:169036.35 Y_97坐標:2546186.13,1,115.0
2673,1080400100,2019/04/08 23:21:56,結案,PC,第一工務大隊,鍾文曉,路面破(龜)裂,北區,鋪面,路面破(龜)裂,,北區西門路四段(和緯路二段至北安路一段),經度:120.2093999582 緯度:23.0132310252218X_97坐標:168959.9 Y_97坐標:2545966.83,1,97.0
2675,1080400098,2019/04/08 23:16:33,結案,PC,第一工務大隊,鍾文曉,路面破(龜)裂,安南區,鋪面,路面破(龜)裂,,安南區館前街與館前二路(館前一路至館前二路75號),經度:120.23052154152 緯度:23.0576647119433X_97坐標:171150.91 Y_97坐標:2550875.91,0,189.0
2678,1080400095,2019/04/08 23:05:37,結案,PC,第一工務大隊,鍾文曉,路面破(龜)裂,仁德區,鋪面,路面破(龜)裂,,仁德區成功一路(保華路至二空路),經度:120.225157044201 緯度:22.9613372105964X_97坐標:170544.79 Y_97坐標:2540211.49,0,9.0
2680,1080400093,2019/04/08 22:55:26,結案,PC,第一工務大隊,鍾文曉,路面車轍,安南區,鋪面,路面車轍,,安南區台江大道三段(海佃路口),經度:120.176720979145 緯度:23.061326248257X_97坐標:165639.95 Y_97坐標:2551311.41,0,202.0
2681,1080400092,2019/04/08 22:47:51,結案,PC,第一工務大隊,鍾文曉,路面破(龜)裂,安平區,鋪面,路面破(龜)裂,,安平路642號至安平路726號,經度:120.16591801352 緯度:22.999471581259X_97坐標:164493.92 Y_97坐標:2544467.8,0,75.0
2707,1080400066,2019/04/08 10:18:23,結案,PC,第一工務大隊,黃富美,修補變壞,安平區,鋪面,修補變壞,,安平區,經度:120.166962981407 緯度:22.9904571194968X_97坐標:164595.38 Y_97坐標:2543468.92,1,57.0
2708,1080400065,2019/04/08 10:13:54,結案,PC,第一工務大隊,黃富美,修補變壞,安平區,鋪面,修補變壞,,安平區,經度:120.175269994132 緯度:22.9948210259157X_97坐標:165449.79 Y_97坐標:2543947.37,0,58.0
2709,1080400064,2019/04/08 10:05:38,結案,PC,第一工務大隊,黃富美,修補變壞,安平區,鋪面,修補變壞,,安平區,經度:120.171973151541 緯度:22.9897251266491X_97坐標:165108.6 Y_97坐標:2543384.95,0,57.0
2712,1080400061,2019/04/08 09:44:05,結案,PC,第一工務大隊,黃富美,修補變壞,安平區,鋪面,修補變壞,,安平區,經度:120.171876152251 緯度:22.988709547368X_97坐標:165098.02 Y_97坐標:2543272.54,0,57.0
2716,1080400057,2019/04/08 09:12:35,結案,PC,第一工務大隊,黃富美,修補變壞,安平區,鋪面,修補變壞,,安平區,經度:120.168669826939 緯度:22.9989356656692X_97坐標:164775.7 Y_97坐標:2544406.85,1,75.0
2718,1080400055,2019/04/06 00:17:46,結案,PC,第一工務大隊,鍾文曉,路面破(龜)裂,東區,鋪面,路面破(龜)裂,,東區東和路(光明街至林森路),經度:120.22685433085 緯度:22.998474089995X_97坐標:170740.51 Y_97坐標:2544323.1,0,81.0
2719,1080400054,2019/04/06 00:09:30,結案,PC,第一工務大隊,鍾文曉,路面破(龜)裂,東區,鋪面,路面破(龜)裂,,東區自由路三段(東門路三段至自由路三段16號)與自由路三段與東成街口,經度:120.237486452125 緯度:22.9763168670472X_97坐標:171817.76 Y_97坐標:2541863.71,0,28.0
2720,1080400053,2019/04/05 23:55:47,結案,PC,第一工務大隊,鍾文曉,路面破(龜)裂,東區,鋪面,路面破(龜)裂,,東區立德十路,經度:120.214333053354 緯度:22.977822095233X_97坐標:169444.58 Y_97坐標:2542042.92,0,26.0
2721,1080400052,2019/04/05 23:45:41,結案,PC,第一工務大隊,鍾文曉,路面破(龜)裂,東區,鋪面,路面破(龜)裂,,東區崇善東路,經度:120.232635428597 緯度:22.9676224770737X_97坐標:171315.32 Y_97坐標:2540903.49,0,10.0
2722,1080400051,2019/04/05 23:37:41,結案,PC,第一工務大隊,鍾文曉,路面破(龜)裂,東區,鋪面,路面破(龜)裂,,東區林森路一段,經度:120.221975010311 緯度:22.9852425002728X_97坐標:170232.51 Y_97坐標:2542860.48,0,45.0
2723,1080400050,2019/04/05 22:33:51,結案,PC,第一工務大隊,鍾文曉,路面破(龜)裂,北區,鋪面,路面破(龜)裂,,北區勝利路(開元路至東豐路),經度:120.21886770562 緯度:23.0050483142961X_97坐標:169925.6 Y_97坐標:2545055.47,0,80.0
2733,1080400038,2019/04/02 20:36:04,結案,PC,第一工務大隊,鍾文曉,路面破(龜)裂,安南區,鋪面,路面破(龜)裂,,安南區長溪路二段671巷81弄,經度:120.200602630428 緯度:23.0556829637287X_97坐標:168083.76 Y_97坐標:2550672.89,0,186.0
2734,1080400037,2019/04/02 20:31:53,結案,PC,第一工務大隊,鍾文曉,路面破(龜)裂,北區,鋪面,路面破(龜)裂,,北區小東路147巷,經度:120.226869339353 緯度:23.0010453213082X_97坐標:170743.55 Y_97坐標:2544607.83,1,81.0
2735,1080400036,2019/04/02 20:27:24,結案,PC,第一工務大隊,鍾文曉,路面破(龜)裂,北區,鋪面,路面破(龜)裂,,北區文成二路212巷,經度:120.204465528563 緯度:23.0158491494902X_97坐標:168455.65 Y_97坐標:2546259.5,0,115.0
2736,1080400035,2019/04/02 20:22:32,結案,PC,第一工務大隊,許均凱,路面破(龜)裂,北區,鋪面,路面破(龜)裂,,文成二路(海安路三段至育德一街),經度:120.202419633395 緯度:23.0150013122752X_97坐標:168245.42 Y_97坐標:2546166.75,0,97.0
2737,1080400034,2019/04/02 20:17:22,結案,PC,第一工務大隊,許均凱,路面破(龜)裂,北區,鋪面,路面破(龜)裂,,北區武聖路114巷、北區武聖路160巷及文賢路313巷(和緯路四段117巷至文賢路313巷64弄),經度:120.189926181318 緯度:23.0070420513118X_97坐標:166959.87 Y_97坐標:2545292.36,0,95.0
2746,1080400021,2019/04/01 22:14:57,結案,PC,第一工務大隊,鍾文曉,路面破(龜)裂,安南區,鋪面,路面破(龜)裂,,安南區永安路71巷8弄,經度:120.223464188249 緯度:23.0444665740793X_97坐標:170419.95 Y_97坐標:2549418.16,0,171.0
2747,1080400020,2019/04/01 17:02:34,結案,PC,第一工務大隊,王雅欣,路面破(龜)裂,北區,鋪面,路面破(龜)裂,,育德一街與育德二路186巷口等四件搶修,經度:120.2051163899 緯度:23.0120235606138X_97坐標:168520.07 Y_97坐標:2545835.49,0,97.0
2748,1080400019,2019/04/01 16:53:44,結案,PC,第一工務大隊,吳建中,鋪面正常,安南區,鋪面,鋪面正常,,海佃路二段764號及旁766巷口,經度:120.185156964136 緯度:23.04567675005X_97坐標:166494.76 Y_97坐標:2549573.52,0,167.0
2750,1080400016,2019/04/01 16:40:35,結案,PC,第一工務大隊,吳建中,路面鋪面變形推擠,安南區,鋪面,路面鋪面變形推擠,,北安路四段548巷3號及九份子大道與宜居路往西約50公尺,經度:120.215155009913 緯度:23.0668166384576X_97坐標:169581.66 Y_97坐標:2551897.77,0,206.0
2786,1080300876,2019/03/28 17:17:40,結案,PC,第一工務大隊,陳昱勳,路面鋪面變形推擠,南區,鋪面,路面鋪面變形推擠,,南區等道路,經度:120.18468571426 緯度:22.9771540391297X_97坐標:166404.25 Y_97坐標:2541985.52,0,23.0
2787,1080300875,2019/03/28 17:05:20,結案,PC,第一工務大隊,陳昱勳,路面鋪面變形推擠,南區,鋪面,路面鋪面變形推擠,,南區等道路,經度:120.18463676232 緯度:22.978615854377X_97坐標:166400.13 Y_97坐標:2542147.43,0,23.0
2849,1080300811,2019/03/26 17:34:51,結案,PC,第一工務大隊,鍾文曉,路面破(龜)裂,安平區,鋪面,路面破(龜)裂,,永華十街,經度:120.166420653938 緯度:22.992289540131X_97坐標:164540.93 Y_97坐標:2543672.16,0,57.0
2857,1080300803,2019/03/26 12:52:36,結案,PC,第一工務大隊,葉明晉,路面坑洞,中西區,鋪面,路面坑洞,,中正路126前溝蓋破損等多處搶修工程,經度:120.199756586256 緯度:22.9926734616551X_97坐標:167958.94 Y_97坐標:2543695.64,0,60.0
2858,1080300802,2019/03/26 12:40:10,結案,PC,第一工務大隊,葉明晉,路面坑洞,東區,鋪面,路面坑洞,,大同路一段197巷97號對面掏空等多處搶修工程,經度:120.213135822749 緯度:22.9839670515826X_97坐標:169325.47 Y_97坐標:2542724.07,1,44.0
2864,1080300796,2019/03/26 09:29:41,結案,PC,第一工務大隊,陳昱勳,修補變壞,南區,鋪面,修補變壞,,南區等道路,經度:120.186494637673 緯度:22.963577768767X_97坐標:166581.4 Y_97坐標:2540481.05,0,5.0
2867,1080300793,2019/03/26 09:20:31,結案,PC,第一工務大隊,吳建中,路面坑洞,安南區,鋪面,路面坑洞,,安和路二段(238號)與政安路口,經度:120.21608787011 緯度:23.04180919771X_97坐標:169662.41 Y_97坐標:2549127.91,0,152.0
2926,1080300732,2019/03/22 17:44:34,結案,PC,第一工務大隊,王雅欣,路面坑洞,北區,鋪面,路面坑洞,,北區海安路三段(鄰文成五街)汽車道標字補劃等2件搶修,經度:120.200185205185 緯度:23.0177416920107X_97坐標:168018.03 Y_97坐標:2546471.47,1,114.0
3005,1080300648,2019/03/21 09:39:46,結案,PC,第一工務大隊,黃富美,修補變壞,安平區,鋪面,修補變壞,,安平區,經度:120.160329199936 緯度:23.003345293697X_97坐標:163923.41 Y_97坐標:2544900.05,0,74.0
3099,1080300540,2019/03/15 09:06:22,結案,PC,第一工務大隊,黃富美,路面坑洞,安平區,鋪面,路面坑洞,,安平區,經度:120.175855170486 緯度:22.989253407429X_97坐標:165506.32 Y_97坐標:2543330.47,0,58.0
3100,1080300539,2019/03/15 09:00:41,結案,PC,第一工務大隊,黃富美,路面坑洞,安平區,鋪面,路面坑洞,,安平區,經度:120.166332329473 緯度:22.9860379119601X_97坐標:164527.94 Y_97坐標:2542979.9,0,39.0
3101,1080300537,2019/03/15 08:58:36,結案,PC,第一工務大隊,吳建中,路面鋪面變形推擠,安南區,鋪面,路面鋪面變形推擠,,本田路三段187號往東72公尺至臺南鹽場公車站牌,經度:120.161864921055 緯度:23.0426627079252X_97坐標:164105.76 Y_97坐標:2549253.22,0,164.0
3103,1080300533,2019/03/15 08:52:32,結案,PC,第一工務大隊,黃富美,修補變壞,安平區,鋪面,修補變壞,,安平區,經度:120.143385448392 緯度:22.9949088144184X_97坐標:162180.92 Y_97坐標:2543975.83,1,55.0
3148,1080300486,2019/03/13 09:32:52,結案,PC,第一工務大隊,葉明晉,路面坑洞,中西區,鋪面,路面坑洞,,大同路與開山路口溝蓋破損搶修,經度:120.21103657428 緯度:22.9850557647279X_97坐標:169110.88 Y_97坐標:2542845.79,1,43.0
3149,1080300485,2019/03/13 09:30:28,結案,PC,第一工務大隊,葉明晉,路面坑洞,東區,鋪面,路面坑洞,,東和路146號前路面掏空等搶修,經度:120.227745861351 緯度:22.9984575794841X_97坐標:170831.9 Y_97坐標:2544320.79,1,81.0
3208,1080300426,2019/03/11 13:33:08,結案,PC,第一工務大隊,吳建中,路面坑洞,安南區,鋪面,路面坑洞,,海佃路二段233號及海環街151號前,經度:120.188807108018 緯度:23.0358595246248X_97坐標:166862.82 Y_97坐標:2548484.27,0,149.0
3220,1080300414,2019/03/11 12:09:25,結案,PC,第一工務大隊,吳建中,路面車轍,安南區,鋪面,路面車轍,,開安路187號對面,經度:120.224869964243 緯度:23.0501928685021X_97坐標:170567.38 Y_97坐標:2550051.53,0,171.0
3372,1080300252,2019/03/08 08:52:05,結案,PC,第一工務大隊,黃富美,路面鋪面變形推擠,安平區,鋪面,路面鋪面變形推擠,,安平區,經度:120.180746531949 緯度:22.9911610090136X_97坐標:166009 Y_97坐標:2543538.91,1,58.0
3557,1080300063,2019/03/05 16:53:14,結案,PC,第一工務大隊,黃富美,修補變壞,安平區,鋪面,修補變壞,,安平區,經度:120.18690526842 緯度:22.9893498709069X_97坐標:166639.32 Y_97坐標:2543334.83,1,59.0
